noun_id,page_index,category,category_name,head,reason,file,classification_method
"291","1681","B02-FAU","Fauna","head-whale-alive","代表画像を目視確認した主要頭部モチーフ: whale-alive","B02-FAU__Fauna/noun-0291__head-whale-alive.png","visual audit of representative image for each of 258 head types"
"290","1682","B03-FLO","Flora & Fungi","head-clover","代表画像を目視確認した主要頭部モチーフ: clover","B03-FLO__Flora_&_Fungi/noun-0290__head-clover.png","visual audit of representative image for each of 258 head types"
"289","1683","B04-CUL","Culinary","head-icepop-b","代表画像を目視確認した主要頭部モチーフ: icepop-b","B04-CUL__Culinary/noun-0289__head-icepop-b.png","visual audit of representative image for each of 258 head types"
"288","1684","B06-OBJ","Artifact & Architecture","head-gavel","代表画像を目視確認した主要頭部モチーフ: gavel","B06-OBJ__Artifact_&_Architecture/noun-0288__head-gavel.png","visual audit of representative image for each of 258 head types"
"287","1685","B04-CUL","Culinary","head-steak","代表画像を目視確認した主要頭部モチーフ: steak","B04-CUL__Culinary/noun-0287__head-steak.png","visual audit of representative image for each of 258 head types"
"286","1686","B09-ECH","Secret Echo","head-bubble-speech","代表画像を目視確認した主要頭部モチーフ: bubble-speech","B09-ECH__Secret_Echo/noun-0286__head-bubble-speech.png","visual audit of representative image for each of 258 head types"
"285","1687","B04-CUL","Culinary","head-blueberry","代表画像を目視確認した主要頭部モチーフ: blueberry","B04-CUL__Culinary/noun-0285__head-blueberry.png","visual audit of representative image for each of 258 head types"
"284","1688","B04-CUL","Culinary","head-porkbao","代表画像を目視確認した主要頭部モチーフ: porkbao","B04-CUL__Culinary/noun-0284__head-porkbao.png","visual audit of representative image for each of 258 head types"
"283","1689","B02-FAU","Fauna","head-cow","代表画像を目視確認した主要頭部モチーフ: cow","B02-FAU__Fauna/noun-0283__head-cow.png","visual audit of representative image for each of 258 head types"
"282","1690","B02-FAU","Fauna","head-ducky","代表画像を目視確認した主要頭部モチーフ: ducky","B02-FAU__Fauna/noun-0282__head-ducky.png","visual audit of representative image for each of 258 head types"
"281","1691","B06-OBJ","Artifact & Architecture","head-mirror","代表画像を目視確認した主要頭部モチーフ: mirror","B06-OBJ__Artifact_&_Architecture/noun-0281__head-mirror.png","visual audit of representative image for each of 258 head types"
"280","1692","B06-OBJ","Artifact & Architecture","head-dictionary","代表画像を目視確認した主要頭部モチーフ: dictionary","B06-OBJ__Artifact_&_Architecture/noun-0280__head-dictionary.png","visual audit of representative image for each of 258 head types"
"279","1693","B04-CUL","Culinary","head-pizza","代表画像を目視確認した主要頭部モチーフ: pizza","B04-CUL__Culinary/noun-0279__head-pizza.png","visual audit of representative image for each of 258 head types"
"278","1694","B04-CUL","Culinary","head-cannedham","代表画像を目視確認した主要頭部モチーフ: cannedham","B04-CUL__Culinary/noun-0278__head-cannedham.png","visual audit of representative image for each of 258 head types"
"277","1695","B08-NAT","Nature & Element","head-wave","代表画像を目視確認した主要頭部モチーフ: wave","B08-NAT__Nature_&_Element/noun-0277__head-wave.png","visual audit of representative image for each of 258 head types"
"276","1696","B02-FAU","Fauna","head-flamingo","代表画像を目視確認した主要頭部モチーフ: flamingo","B02-FAU__Fauna/noun-0276__head-flamingo.png","visual audit of representative image for each of 258 head types"
"275","1697","B06-OBJ","Artifact & Architecture","head-faberge","代表画像を目視確認した主要頭部モチーフ: faberge","B06-OBJ__Artifact_&_Architecture/noun-0275__head-faberge.png","visual audit of representative image for each of 258 head types"
"274","1698","B02-FAU","Fauna","head-bear","代表画像を目視確認した主要頭部モチーフ: bear","B02-FAU__Fauna/noun-0274__head-bear.png","visual audit of representative image for each of 258 head types"
"273","1699","B03-FLO","Flora & Fungi","head-saguaro","代表画像を目視確認した主要頭部モチーフ: saguaro","B03-FLO__Flora_&_Fungi/noun-0273__head-saguaro.png","visual audit of representative image for each of 258 head types"
"272","1700","B06-OBJ","Artifact & Architecture","head-pill","代表画像を目視確認した主要頭部モチーフ: pill","B06-OBJ__Artifact_&_Architecture/noun-0272__head-pill.png","visual audit of representative image for each of 258 head types"
"271","1701","B06-OBJ","Artifact & Architecture","head-mailbox","代表画像を目視確認した主要頭部モチーフ: mailbox","B06-OBJ__Artifact_&_Architecture/noun-0271__head-mailbox.png","visual audit of representative image for each of 258 head types"
"270","1702","B02-FAU","Fauna","head-flamingo","代表画像を目視確認した主要頭部モチーフ: flamingo","B02-FAU__Fauna/noun-0270__head-flamingo.png","visual audit of representative image for each of 258 head types"
"269","1703","B06-OBJ","Artifact & Architecture","head-calendar","代表画像を目視確認した主要頭部モチーフ: calendar","B06-OBJ__Artifact_&_Architecture/noun-0269__head-calendar.png","visual audit of representative image for each of 258 head types"
"268","1704","B06-OBJ","Artifact & Architecture","head-film-35mm","代表画像を目視確認した主要頭部モチーフ: film-35mm","B06-OBJ__Artifact_&_Architecture/noun-0268__head-film-35mm.png","visual audit of representative image for each of 258 head types"
"267","1705","B08-NAT","Nature & Element","head-sunset","代表画像を目視確認した主要頭部モチーフ: sunset","B08-NAT__Nature_&_Element/noun-0267__head-sunset.png","visual audit of representative image for each of 258 head types"
"266","1706","B09-ECH","Secret Echo","head-chart-bars","代表画像を目視確認した主要頭部モチーフ: chart-bars","B09-ECH__Secret_Echo/noun-0266__head-chart-bars.png","visual audit of representative image for each of 258 head types"
"265","1707","B08-NAT","Nature & Element","head-island","代表画像を目視確認した主要頭部モチーフ: island","B08-NAT__Nature_&_Element/noun-0265__head-island.png","visual audit of representative image for each of 258 head types"
"264","1708","B06-OBJ","Artifact & Architecture","head-toothbrush-fresh","代表画像を目視確認した主要頭部モチーフ: toothbrush-fresh","B06-OBJ__Artifact_&_Architecture/noun-0264__head-toothbrush-fresh.png","visual audit of representative image for each of 258 head types"
"263","1709","B02-FAU","Fauna","head-crab","代表画像を目視確認した主要頭部モチーフ: crab","B02-FAU__Fauna/noun-0263__head-crab.png","visual audit of representative image for each of 258 head types"
"262","1710","B02-FAU","Fauna","head-bat","代表画像を目視確認した主要頭部モチーフ: bat","B02-FAU__Fauna/noun-0262__head-bat.png","visual audit of representative image for each of 258 head types"
"261","1711","B05-MEC","Machine","head-plane","代表画像を目視確認した主要頭部モチーフ: plane","B05-MEC__Machine/noun-0261__head-plane.png","visual audit of representative image for each of 258 head types"
"260","1712","B04-CUL","Culinary","head-watermelon","代表画像を目視確認した主要頭部モチーフ: watermelon","B04-CUL__Culinary/noun-0260__head-watermelon.png","visual audit of representative image for each of 258 head types"
"259","1713","B04-CUL","Culinary","head-hotdog","代表画像を目視確認した主要頭部モチーフ: hotdog","B04-CUL__Culinary/noun-0259__head-hotdog.png","visual audit of representative image for each of 258 head types"
"258","1714","B04-CUL","Culinary","head-pineapple","代表画像を目視確認した主要頭部モチーフ: pineapple","B04-CUL__Culinary/noun-0258__head-pineapple.png","visual audit of representative image for each of 258 head types"
"257","1715","B05-MEC","Machine","head-chipboard","代表画像を目視確認した主要頭部モチーフ: chipboard","B05-MEC__Machine/noun-0257__head-chipboard.png","visual audit of representative image for each of 258 head types"
"256","1716","B02-FAU","Fauna","head-raven","代表画像を目視確認した主要頭部モチーフ: raven","B02-FAU__Fauna/noun-0256__head-raven.png","visual audit of representative image for each of 258 head types"
"255","1717","B06-OBJ","Artifact & Architecture","head-fence","代表画像を目視確認した主要頭部モチーフ: fence","B06-OBJ__Artifact_&_Architecture/noun-0255__head-fence.png","visual audit of representative image for each of 258 head types"
"254","1718","B05-MEC","Machine","head-taxi","代表画像を目視確認した主要頭部モチーフ: taxi","B05-MEC__Machine/noun-0254__head-taxi.png","visual audit of representative image for each of 258 head types"
"253","1719","B06-OBJ","Artifact & Architecture","head-crystalball","代表画像を目視確認した主要頭部モチーフ: crystalball","B06-OBJ__Artifact_&_Architecture/noun-0253__head-crystalball.png","visual audit of representative image for each of 258 head types"
"252","1720","B09-ECH","Secret Echo","head-abstract","代表画像を目視確認した主要頭部モチーフ: abstract","B09-ECH__Secret_Echo/noun-0252__head-abstract.png","visual audit of representative image for each of 258 head types"
"251","1721","B06-OBJ","Artifact & Architecture","head-bell","代表画像を目視確認した主要頭部モチーフ: bell","B06-OBJ__Artifact_&_Architecture/noun-0251__head-bell.png","visual audit of representative image for each of 258 head types"
"250","1722","B06-OBJ","Artifact & Architecture","head-pirateship","代表画像を目視確認した主要頭部モチーフ: pirateship","B06-OBJ__Artifact_&_Architecture/noun-0250__head-pirateship.png","visual audit of representative image for each of 258 head types"
"249","1723","B10-ANO","Secret Anomaly","head-ghost-B","代表画像を目視確認した主要頭部モチーフ: ghost-B","B10-ANO__Secret_Anomaly/noun-0249__head-ghost-B.png","visual audit of representative image for each of 258 head types"
"248","1724","B07-MAT","Material & Mineral","head-sponge","代表画像を目視確認した主要頭部モチーフ: sponge","B07-MAT__Material_&_Mineral/noun-0248__head-sponge.png","visual audit of representative image for each of 258 head types"
"247","1725","B06-OBJ","Artifact & Architecture","head-queencrown","代表画像を目視確認した主要頭部モチーフ: queencrown","B06-OBJ__Artifact_&_Architecture/noun-0247__head-queencrown.png","visual audit of representative image for each of 258 head types"
"246","1726","B06-OBJ","Artifact & Architecture","head-shower","代表画像を目視確認した主要頭部モチーフ: shower","B06-OBJ__Artifact_&_Architecture/noun-0246__head-shower.png","visual audit of representative image for each of 258 head types"
"245","1727","B04-CUL","Culinary","head-mug","代表画像を目視確認した主要頭部モチーフ: mug","B04-CUL__Culinary/noun-0245__head-mug.png","visual audit of representative image for each of 258 head types"
